,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
19553,2.405902044958006e-08,0.0077645435700785,4.083359383463231e-08,0.0098838164696336,0.0116603122145402,1.48411930591745e-08,0.0034105602866131,0.2001771215078467,0.0162783304069852,0.0013139464561727,0.0864340046269799,0.004788083138646,0.0390663216870257,0.1220640269017715,0.0266674000677762,0.0011163823500674,0.0250048582793028,0.0132460356834259,0.1782626422154564,0.0035372002664151,0.0014492062408806,0.0035336945635746,4.0567911659772145e-08,0.0045592659217288,0.0640457141525733,2.3084112507247973e-08,0.0040700343725029,0.0083459093509915,0.0362077762430479,4.185949315320069e-08,8.564391128094958e-08,0.0105481672390629,0.0161803783440269,0.0
22497,0.0015991790659854,0.0183683623741435,0.0071777170904299,0.0145706538189537,0.0085769226069885,0.0231708475391791,0.0316099832327746,0.4130884768563441,0.018701242428086,0.0060030651513348,0.1254063645019232,0.0044426089102315,0.0956357723034823,0.1424393560044825,0.0025655661702057,0.0041773813797215,0.0072968820116253,0.0207949827974298,0.2791846012431407,0.0018615672010969,0.0047859867369486,0.0069124353764353,0.000449902405797,0.0029292682305417,0.0679052422518669,0.0710272811497922,0.0520833144444784,0.0153600582013036,0.0373849954272989,0.0151198439753167,0.1081156639580034,0.0026805982390434,0.0142232219555715,0.5224316622922262
19882,0.002866620127238,0.0587358611522531,0.002486808619408,0.040291885154262,0.0066948022832019,0.0185937483554831,0.0207109988723486,0.3373858730189292,0.0118980260464098,0.0007151897120357,0.2053010001654453,0.0654192565873182,0.0445660782574211,0.0373279163927401,0.0278047779658287,0.010052323244764,0.0016930156674429,0.021150148941658,0.2055363265661449,0.0027659075545213,0.0011791865756586,0.0064171555646377,0.0024741712582061,0.0051346700643285,0.0947074918437708,0.0307631205842019,0.0113398305446737,0.0321438417258017,0.0283280808400453,0.0048648127771442,0.0044694927143428,0.001252658605115,0.0216556632724944,0.4022296621690617
14315,8.184482189970929e-10,0.01146995337858,8.363487227939187e-06,0.0057350740883911,0.0163350041663142,3.7316916871663625e-10,0.0467881175529064,0.1663690436208563,0.0163077861951543,0.0001420394402734,0.1295591510941266,0.0043435382321151,0.0344799690553359,0.1631213976133906,0.0093232754254026,0.0035697810437658,0.0251239193769765,0.0100559015300655,0.1659167721854103,0.0010591530221435,0.0009316582688807,0.0046439817077597,6.79598104035756e-10,0.0015157610136539,0.0221079901092256,4.966546750256465e-10,0.0226329985207945,0.0056298496245213,0.027155130815933,1.009764455649444e-09,2.118216986374534e-09,0.013351541181759,0.0120984711769304,0.0
4545,0.0022637572564554,0.0099272880485538,0.0003406916702171,0.0067552268944136,0.0022894522738535,0.0044650374719256,0.0114192032458516,0.3577552259483055,0.00501890940342,0.0044245855831538,0.1073117762712896,7.988860105094393e-06,0.0130450831405108,0.1394169256845324,0.035121962636343,0.0015668901267412,0.0269245324828489,0.000266724135789,0.1573358903188323,0.0017951627884271,0.000219288870477,0.0069070226619268,0.0016226998807945,0.0038486440738723,0.0045073699097843,0.0024657550660925,0.0735393518500633,0.012003509466523,0.0126151486315962,8.826679869190986e-05,0.0015728332268405,0.0083780826214089,0.0027778929620691,0.002008110855978
7763,0.0007573733669701,0.0030179956248312,0.0073277065660658,0.0152053817423116,0.0162778747644375,0.0208701464768383,0.0388556326063288,0.1623932648917286,0.0128215136902233,0.0063041540759556,0.0471883405670474,0.0130747493374607,0.0595581700612028,0.0492269751764379,0.0026969583948028,0.0119594994215614,0.0040244405802475,0.0004216633302483,0.1867031206229938,0.0066757694571291,0.0032378884435182,0.0001670524569481,0.0004899866620496,0.003800255956008,0.0802741480363153,0.0247057486796521,0.0928200753149814,0.0044803672719772,0.0037937158408494,0.0062263610215778,0.012694699041587,0.0053259285366602,0.0044858648372571,0.0016308437638297
1585,0.0013417761918027,0.0023369522309221,2.476127648487254e-05,0.0109462860546581,0.0209254860272405,0.0013630912602478,0.0316119558510443,0.2629847960692241,0.0044891632924094,0.0006102154373236,0.0447832405105585,0.001689161845688,0.0220460374464338,0.1381793933123705,0.0297062807821648,0.0058648469243348,0.0107165323801611,0.0062643287951829,0.1355514630735265,0.0011652979467127,0.0003488343364264,0.0014892735504537,0.0015091044076668,0.0024506911998581,0.0287258567816138,0.0010089029845065,0.1127741710024892,0.004060242749488,0.0491952514808176,0.0003065730557657,0.0003094938796281,0.006077319864499,0.0097239177693725,0.0013508944098588
14552,1.9838867213784403e-08,6.413557013864614e-08,4.1125357645673003e-08,0.004472364706486,0.0157987929861332,6.974679651318502e-09,0.0390585162961429,0.3203686211374966,0.0023023349266808,1.4994940736770154e-05,0.0047076870064827,0.0051501682343264,0.0241775004391326,0.1494152819897853,0.0197883340790917,0.004570911417938,0.0239584106205819,0.0096399782141287,0.1591637982616976,1.4710901280749732e-08,2.1092500266001792e-06,3.0732260060740856e-05,3.5283549671463854e-08,0.0033618324818934,0.0361178495190434,1.4749333926265884e-08,0.1071171886985663,0.0296454206182691,0.0231561442282514,2.4389833916955734e-08,2.3589521159261442e-08,0.0062567414121912,0.0117240413642896,0.0
39631,0.0004299856103793,0.0203325704993421,0.0010801650323225,0.0368301999470171,0.0004115802681184,0.0417382046137459,0.0119896457686876,0.2725015433283922,0.0302149510016394,0.0025302181015189,0.0200814476370891,0.0578663866231417,0.2193403139070346,0.2109196152575191,0.0117348996640835,0.0136272925646149,0.0137347028868608,0.007216445971266,0.0264038871438738,0.0001234377819508,0.0010860905204915,0.005730941612793,0.0023056562914109,0.0013676026974469,0.0779775921598633,0.0365316874704461,0.1245801981060837,0.0319764088828129,0.0256266488126224,0.0138661521768611,0.1128357150587867,0.0132757941942794,0.0173637037993257,0.9058855831747988
12975,0.0028214816438774,0.014269156554191,0.0034650538418751,0.0472746440557764,0.0001736189980483,0.0406889861531288,0.0008135308190511,0.1475187906898669,0.008198151647966,0.0061221327300112,0.1005040546312923,0.0285911305334688,0.0554872921108849,0.0725656280329224,0.011369939766227,0.0046978509958487,0.0320780734582635,0.019880333696005,0.123967136547842,0.0004949594587206,0.0043626906433326,0.0058194409228455,0.0029915366792825,0.0013685115871753,0.0521779720922122,0.0160591555430473,0.0462446096569848,0.000280647852928,0.0285783073471647,0.0225542635843677,0.0973086359906155,0.0155156323277453,0.0137250128124498,0.1208244487204251
3105,0.0029068081317319,0.0081388021842018,0.0023245940891826,0.0051388539235814,0.0179928301313822,0.0037798936751179,0.0101162890156916,0.286214087915424,0.0069921304825587,0.0013320417866408,0.0793883425984754,0.0008319515712261,0.0267952778409843,0.0868054831116929,0.0160401484084285,0.0064816977512525,0.0134434116131623,0.0131282604490491,0.1611158860321278,0.0039792213708615,0.0014500843339247,0.0027046317151264,0.0027654893379561,0.0036201450514711,0.0574574665105218,0.0008425860667575,0.0946270779852053,0.0167096548313384,0.0257533620933571,0.0037642651446862,0.0020864205024886,0.0084285424043493,0.0144292206150998,0.0040659068891307
